job_title,experience_level,salary_in_usd,company_location
Data Scientist,SE,262300,US
Data Scientist,SE,216000,US
Data Scientist,MI,100000,KR
Data Scientist,MI,91464,KR
Machine Learning Engineer,SE,246400,US
Machine Learning Engineer,SE,167700,US
Machine Learning Engineer,SE,186200,US
Machine Learning Engineer,SE,138900,US
Machine Learning Engineer,SE,246400,US
Machine Learning Engineer,SE,167700,US
Data Engineer,MI,105000,US
Data Engineer,MI,73013,US
Data Analyst,EN,84788,CA
Data Analyst,EN,72070,CA
Data Analyst,SE,163700,US
Data Analyst,SE,109100,US
Data Analyst,SE,110000,US
Data Analyst,SE,79269,US
Data Scientist,MI,128600,US
Data Scientist,MI,62800,US
Data Scientist,MI,172000,US
Data Scientist,MI,75600,US
Data Scientist,SE,106250,GB
Data Scientist,SE,87500,GB
Machine Learning Engineer,SE,171210,CA
Machine Learning Engineer,SE,92190,CA
Data Engineer,MI,159250,US
Data Engineer,MI,85750,US
Data Engineer,MI,137930,CA
Data Engineer,MI,74270,CA
Data Manager,MI,130700,US
Data Manager,MI,87100,US
Data Analyst,EN,50000,US
Data Analyst,EN,40000,US
Data Analyst,EN,75000,US
Data Analyst,EN,75000,US
Head of Data,EX,225000,US
Data Engineer,MI,235950,CA
Data Engineer,MI,145800,CA
Data Scientist,SE,167200,US
Data Scientist,SE,83600,US
Machine Learning Engineer,SE,189400,US
Data Scientist,SE,220000,US
Data Scientist,SE,137500,US
Machine Learning Engineer,SE,277000,US
Machine Learning Engineer,SE,173000,US
Machine Learning Engineer,SE,220000,US
Machine Learning Engineer,SE,137500,US
Data Scientist,SE,247600,US
Data Scientist,SE,143300,US
Data Analyst,SE,158010,US
Data Analyst,SE,93432,US
Data Analyst,EN,94000,US
Data Analyst,EN,75500,US
Data Engineer,MI,87350,US
Data Engineer,MI,69900,US
Data Engineer,SE,50000,FR
Data Engineer,SE,44444,FR
Machine Learning Engineer,MI,207600,US
Machine Learning Engineer,MI,169800,US
Machine Learning Engineer,SE,235000,US
Machine Learning Engineer,SE,190000,US
Machine Learning Engineer,MI,234550,US
Machine Learning Engineer,MI,163950,US
Data Analyst,SE,130000,US
Data Analyst,SE,110000,US
Data Analyst,EN,86000,CA
Data Analyst,EN,70000,CA
Data Analyst,EN,62400,US
Data Analyst,EN,52300,US
Data Analyst,EN,62400,US
Data Analyst,EN,52300,US
Data Analyst,EN,62400,US
Data Analyst,EN,52300,US
Data Analyst,EN,25000,PH
Data Analyst,EN,25000,PH
Data Specialist,MI,54000,US
Data Specialist,MI,54000,US
Data Specialist,MI,50000,US
Data Specialist,MI,40000,US
Data Scientist,MI,221000,US
Data Scientist,MI,46000,US
Data Scientist,SE,180000,US
Data Scientist,SE,130000,US
Data Scientist,SE,273000,US
Data Scientist,SE,169000,US
Data Engineer,EX,160000,US
Data Engineer,EX,140000,US
Analytics Engineer,SE,125000,GB
Analytics Engineer,SE,112500,GB
Machine Learning Engineer,SE,231100,US
Machine Learning Engineer,SE,149000,US
Analytics Engineer,SE,140200,US
Analytics Engineer,SE,104600,US
Data Engineer,SE,155000,US
Data Engineer,SE,120000,US
Data Engineer,SE,200000,US
Data Engineer,SE,150000,US
Data Scientist,SE,213900,US
Data Scientist,SE,152200,US
Data Architect,SE,157850,MX
Data Architect,SE,102500,MX
Data Engineer,EX,225607,US
Data Engineer,EX,150405,US
Data Scientist,EN,68706,NL
Data Scientist,EN,49333,NL
Data Scientist,MI,174100,US
Data Scientist,MI,116000,US
Data Scientist,MI,143800,US
Data Scientist,MI,95900,US
Data Scientist,SE,263600,US
Data Scientist,SE,119800,US
Data Scientist,SE,124000,US
Data Scientist,SE,75000,US
Analytics Engineer,MI,203065,US
Analytics Engineer,MI,135376,US
Data Analyst,EN,52030,US
Data Analyst,EN,41990,US
Data Analyst,EN,26575,ZA
Data Analyst,EN,26575,ZA
Data Analyst,EN,26575,GB
Data Analyst,EN,26575,GB
Data Engineer,MI,146400,US
Data Engineer,MI,97600,US
Data Engineer,SE,125000,US
Data Engineer,SE,90000,US
Data Scientist,MI,220900,US
Data Scientist,MI,122200,US
Data Engineer,MI,153000,US
Data Engineer,MI,107200,US
Data Analyst,EN,46000,US
Data Analyst,EN,46000,US
Data Manager,SE,130000,US
Data Manager,SE,70200,US
Data Analyst,EN,66666,FR
Data Analyst,EN,44444,FR
Data Scientist,SE,254000,US
Data Scientist,SE,132000,US
Machine Learning Engineer,SE,223000,US
Machine Learning Engineer,SE,185000,US
Machine Learning Engineer,SE,258000,US
Machine Learning Engineer,SE,165000,US
Machine Learning Engineer,SE,205000,US
Machine Learning Engineer,SE,180000,US
Machine Learning Engineer,MI,170000,US
Machine Learning Engineer,MI,130000,US
Machine Learning Engineer,MI,195000,US
Machine Learning Engineer,MI,146000,US
Machine Learning Engineer,MI,130769,CA
Machine Learning Engineer,MI,117692,CA
Machine Learning Engineer,MI,245575,US
Machine Learning Engineer,MI,171903,US
Data Scientist,SE,151800,US
Data Scientist,SE,114200,US
Data Scientist,SE,129100,US
Data Scientist,SE,107800,US
Data Scientist,SE,151800,US
Data Scientist,SE,126900,US
Data Scientist,SE,150000,US
Data Scientist,SE,140000,US
Data Scientist,SE,232000,US
Data Scientist,SE,183000,US
Data Scientist,MI,112300,US
Data Scientist,MI,93700,US
Data Scientist,MI,132100,US
Data Scientist,MI,110200,US
Data Governance Lead,SE,118346,AU
Data Governance Lead,SE,105762,AU
Data Engineer,SE,299000,US
Data Engineer,SE,169000,US
Data Engineer,SE,175000,US
Data Engineer,SE,175000,US
Data Architect,SE,71111,AT
Data Architect,SE,71111,AT
Machine Learning Engineer,SE,250600,US
Machine Learning Engineer,SE,135400,US
Data Engineer,MI,166000,US
Data Engineer,MI,104000,US
Data Architect,SE,259000,US
Data Architect,SE,124300,US
Data Architect,SE,198600,US
Data Architect,SE,105800,US
Data Scientist,SE,192050,US
Data Scientist,SE,110000,US
Data Analyst,EN,70000,US
Data Analyst,EN,56000,US
Data Analyst,SE,198600,US
Data Analyst,SE,105800,US
Data Engineer,EN,95000,US
Data Engineer,EN,84000,US
Data Engineer,MI,100802,US
Data Engineer,MI,70561,US
Data Engineer,SE,141200,US
Data Engineer,SE,75400,US
Data Specialist,MI,92500,US
Data Specialist,MI,53500,US
Machine Learning Engineer,SE,218800,US
Machine Learning Engineer,MI,259000,US
Machine Learning Engineer,MI,124300,US
Machine Learning Engineer,SE,198600,US
Machine Learning Engineer,SE,105800,US
Data Operations Analyst,EN,86000,US
Data Operations Analyst,EN,70000,US
Data Governance,SE,198600,US
Data Governance,SE,105800,US
Data Scientist,MI,196900,US
Data Scientist,MI,188856,US
Data Engineer,EN,195500,US
Data Engineer,EN,89250,US
Data Engineer,SE,142000,US
Data Engineer,SE,114000,US
Data Scientist,SE,220000,US
Data Scientist,SE,96600,US
Data Analyst,EN,102500,US
Data Analyst,EN,65000,US
Data Scientist,MI,142100,US
Data Scientist,MI,85200,US
Data Scientist,MI,185123,US
Data Scientist,MI,123419,US
Data Engineer,MI,110975,US
Data Engineer,MI,82025,US
Machine Learning Engineer,SE,180000,US
Machine Learning Engineer,SE,100000,US
Machine Learning Engineer,SE,200000,US
Machine Learning Engineer,SE,170000,US
Analytics Engineer,SE,170300,US
Analytics Engineer,SE,94700,US
Data Analyst,MI,42666,LV
Data Analyst,MI,36000,LV
Data Analyst,EN,90600,US
Data Analyst,EN,53100,US
Data Analyst,EN,74000,US
Data Analyst,EN,65000,US
Machine Learning Architect,SE,170900,US
Data Engineer,MI,146100,US
Data Engineer,MI,86500,US
Data Engineer,EN,80600,US
Data Engineer,EN,32000,US
Data Engineer,SE,98561,GB
Data Engineer,SE,85252,GB
Data Manager,MI,117400,US
Data Manager,MI,62620,US
Data Manager,SE,131200,US
Data Manager,SE,95300,US
Data Engineer,EN,264200,US
Data Engineer,EN,143100,US
Machine Learning Engineer,SE,175800,US
Data Analyst,EN,50000,US
Data Analyst,EN,38000,US
Data Analyst,SE,112500,GB
Data Analyst,SE,93750,GB
Data Analyst,SE,112500,GB
Data Analyst,SE,93750,GB
Data Scientist,SE,152000,US
Data Scientist,SE,111720,US
Data Scientist,EN,250200,US
Data Scientist,EN,117200,US
Data Scientist,MI,99000,US
Data Scientist,MI,72500,US
Data Scientist,MI,172000,US
Data Scientist,MI,75600,US
Data Scientist,MI,100100,US
Data Scientist,MI,77350,US
Data Integration Analyst,MI,85000,US
Data Integration Analyst,MI,70000,US
Data Governance,EX,282600,US
Data Governance,EX,145600,US
Data Analyst,SE,250000,US
Data Analyst,SE,110100,US
Data Analyst,SE,196100,US
Data Analyst,SE,116700,US
Data Analyst,SE,177000,US
Data Analyst,SE,106200,US
Data Analyst,MI,87000,US
Data Analyst,MI,62954,US
Data Engineer,SE,205600,US
Data Engineer,SE,123400,US
Head of Data,EX,74368,GB
Head of Data,EX,66811,GB
Analytics Lead,SE,246000,US
Analytics Lead,SE,118000,US
Data Analyst,EN,72000,US
Data Analyst,EN,46000,US
Data Analyst,MI,135000,US
Data Analyst,MI,112000,US
Data Analyst,EN,19333,SK
Data Analyst,EN,19333,SK
Data Engineer,MI,203000,US
Data Engineer,MI,123000,US
Data Architect,SE,170000,US
Data Architect,SE,150000,US
Data Architect,SE,223900,US
Data Architect,SE,135700,US
Data Scientist,MI,192300,US
Data Scientist,MI,107900,US
Data Scientist,SE,286000,US
Data Scientist,SE,110000,US
Data Scientist,MI,100493,US
Data Scientist,MI,54616,US
Data Engineer,MI,184320,US
Data Engineer,MI,122880,US
Data Engineer,SE,116050,US
Data Engineer,SE,84400,US
Data Engineer,SE,212300,US
Data Engineer,SE,154400,US
Machine Learning Engineer,SE,245700,US
Machine Learning Engineer,SE,132300,US
Data Engineer,SE,154000,US
Data Engineer,SE,90000,US
Data Analyst,SE,127900,US
Data Analyst,SE,116334,US
Data Scientist,SE,190000,US
Data Scientist,SE,155000,US
Data Scientist,SE,247600,US
Data Scientist,SE,143300,US
Data Engineer,SE,122222,ES
Data Engineer,SE,88888,ES
Data Engineer,EN,185000,US
Data Engineer,EN,91200,US
Data Engineer,SE,196000,US
Data Engineer,SE,133000,US
Data Engineer,MI,142600,US
Data Engineer,MI,114080,US
Data Engineer,MI,155000,US
Data Engineer,MI,124000,US
Data Engineer,MI,135000,CA
Data Engineer,MI,98000,CA
Data Engineer,SE,225000,US
Data Engineer,SE,150000,US
Data Engineer,MI,259000,US
Data Engineer,MI,204000,US
Data Engineer,MI,130000,US
Data Engineer,MI,100000,US
Data Engineer,MI,54987,GB
Data Engineer,MI,47500,GB
Data Architect,SE,200000,CA
Data Architect,SE,170000,CA
Data Architect,SE,202000,CA
Data Architect,SE,180000,CA
Data Architect,SE,185000,US
Data Architect,SE,165000,US
MLOps Engineer,SE,225000,US
MLOps Engineer,SE,140000,US
MLOps Engineer,SE,180000,US
MLOps Engineer,SE,110000,US
Head of Data,EX,255000,US
Head of Data,EX,213000,US
Data Scientist,SE,200000,US
Data Scientist,SE,170000,US
Data Scientist,SE,165600,US
Data Scientist,SE,132480,US
Data Scientist,SE,180000,US
Data Scientist,SE,144000,US
Data Scientist,MI,137900,US
Data Scientist,MI,95100,US
Data Scientist,MI,126300,US
Data Scientist,MI,87100,US
Data Scientist,MI,137900,US
Data Scientist,MI,95100,US
Data Scientist,MI,137900,US
Data Scientist,MI,95100,US
Data Scientist,MI,137900,US
Data Scientist,MI,95100,US
Data Scientist,MI,126300,US
Data Scientist,MI,87100,US
Data Scientist,MI,126300,US
Data Scientist,MI,87100,US
Data Scientist,SE,260000,US
Data Scientist,SE,160000,US
Data Manager,MI,90000,US
Data Manager,MI,80000,US
Machine Learning Engineer,SE,225000,US
Data Analyst,EN,137900,US
Data Analyst,EN,95100,US
Data Analyst,EN,126300,US
Data Analyst,EN,87100,US
Data Analyst,EN,137900,US
Data Analyst,EN,95100,US
Data Analyst,EN,137900,US
Data Analyst,EN,95100,US
Data Analyst,EN,137900,US
Data Analyst,EN,95100,US
Data Analyst,EN,126300,US
Data Analyst,EN,87100,US
Data Analyst,EN,126300,US
Data Analyst,EN,87100,US
Data Analyst,EN,138000,US
Data Analyst,EN,85500,US
Analytics Engineer,SE,156250,US
Analytics Engineer,SE,125000,US
Data Analyst,EN,80000,US
Data Analyst,EN,70000,US
Data Analyst,SE,170000,US
Data Analyst,SE,119000,US
Data Engineer,SE,201500,US
Data Engineer,SE,183000,US
AI Data Scientist,EN,58333,FR
Data Engineer,MI,208800,US
Data Engineer,MI,98300,US
Data Architect,SE,125000,GB
Data Architect,SE,125000,GB
Analytics Engineer,MI,168000,US
Analytics Engineer,MI,112000,US
Analytics Engineer,SE,210000,US
Analytics Engineer,SE,140000,US
Data Quality Analyst,EN,135000,US
Data Quality Analyst,EN,77000,US
Data Analyst,EN,183000,US
Data Analyst,EN,83400,US
Data Analyst,EN,85000,US
Data Analyst,EN,65000,US
Data Analyst,SE,176490,US
Data Analyst,SE,107430,US
Data Scientist,EX,200000,US
Data Scientist,EX,90000,US
Data Scientist,SE,110000,US
Data Scientist,SE,105000,US
Data Scientist,MI,88888,DE
Data Scientist,MI,61111,DE
Data Scientist,SE,135000,CA
Data Scientist,SE,75000,CA
Data Scientist,MI,172000,US
Data Scientist,MI,75600,US
Data Scientist,MI,157697,US
Data Scientist,MI,93890,US
Data Operations Engineer,SE,152375,US
Data Operations Engineer,SE,94000,US
Data Manager,MI,40378,GB
Data Manager,MI,37296,GB
Data Analyst,EN,77000,US
Data Analyst,EN,62000,US
Data Analyst,EN,100000,DE
Data Analyst,EN,72222,DE
Data Analyst,EN,87600,US
Data Analyst,EN,58500,US
Data Analyst,MI,113800,US
Data Analyst,MI,79700,US
Data Engineer,SE,91293,NL
Data Engineer,SE,91293,NL
Data Analyst,EN,80600,US
Data Analyst,EN,32000,US
Data Analyst,SE,155000,US
Data Analyst,SE,103000,US
Data Scientist,SE,202600,US
Data Scientist,SE,93800,US
Data Scientist,SE,206000,US
Data Scientist,SE,106605,US
Data Scientist,SE,120000,US
Data Scientist,SE,110000,US
Data Scientist,MI,146875,US
Data Scientist,MI,81250,US
Data Scientist,MI,158620,US
Data Scientist,MI,79310,US
Data Scientist,SE,183300,US
Data Scientist,SE,101400,US
Machine Learning Scientist,SE,106250,GB
Machine Learning Scientist,SE,81250,GB
Machine Learning Engineer,SE,222480,US
Machine Learning Engineer,SE,92700,US
Data Engineer,EN,96000,US
Data Engineer,EN,96000,US
Data Engineer,MI,158620,US
Data Engineer,MI,72100,US
Data Scientist,MI,115000,US
Data Scientist,MI,85000,US
Data Lead,SE,172080,US
Data Lead,SE,114720,US
Data Governance,SE,148440,US
Data Governance,SE,98960,US
Analytics Engineer,SE,150000,US
Analytics Engineer,SE,131250,US
Data Engineer,SE,150000,US
Data Engineer,SE,103000,US
Data Engineer,SE,150000,US
Data Engineer,SE,103000,US
Data Scientist,SE,190000,US
Data Scientist,SE,165000,US
Data Analytics Specialist,MI,97000,US
Data Analytics Specialist,MI,65000,US
Data Analyst,MI,74700,US
Data Analyst,MI,47700,US
Machine Learning Engineer,SE,202750,US
Machine Learning Engineer,SE,139800,US
Data Analyst,EN,117363,AU
Data Analyst,EN,106025,AU
Data Analyst,SE,160580,US
Data Analyst,SE,99740,US
Data Analyst,MI,166000,US
Data Analyst,MI,104000,US
Data Analyst,EN,30000,LT
Analytics Engineer,SE,189600,US
Analytics Engineer,SE,118500,US
Data Engineer,SE,150000,US
Data Engineer,SE,103000,US
Data Engineer,SE,150000,US
Data Engineer,SE,103000,US
Data Engineer,MI,130000,US
Data Engineer,MI,93750,US
Data Engineer,MI,177300,US
Data Engineer,MI,136300,US
Data Engineer,SE,180000,US
Data Engineer,SE,150000,US
Machine Learning Engineer,SE,133333,CH
Machine Learning Engineer,SE,133333,CH
Machine Learning Engineer,MI,250000,US
Machine Learning Engineer,MI,170000,US
Data Scientist,MI,96200,US
Data Scientist,MI,57400,US
Data Scientist,SE,177750,US
Data Scientist,SE,151000,US
Data Scientist,EN,200740,US
Data Scientist,EN,200740,US
Data Scientist,SE,207900,US
Data Scientist,SE,158400,US
Data Scientist,MI,250000,US
Data Scientist,MI,125000,US
Data Scientist,SE,180000,US
Data Scientist,SE,150000,US
Machine Learning Engineer,MI,252000,US
Machine Learning Engineer,MI,168000,US
Machine Learning Engineer,MI,252000,US
Machine Learning Engineer,MI,168000,US
Machine Learning Engineer,MI,252000,US
Machine Learning Engineer,MI,168000,US
Machine Learning Engineer,MI,230000,US
Machine Learning Engineer,MI,168000,US
Machine Learning Engineer,SE,120000,MX
Machine Learning Engineer,SE,50000,MX
Machine Learning Engineer,SE,120000,BR
Machine Learning Engineer,SE,50000,BR
Data Architect,SE,142000,US
Data Architect,SE,125000,US
Data Manager,MI,100000,US
Data Manager,MI,61933,US
Encounter Data Management Professional,SE,96200,US
Encounter Data Management Professional,SE,69800,US
Data Engineer,MI,140000,US
Data Engineer,MI,100000,US
Data Engineer,SE,140000,US
Data Engineer,SE,90000,US
Data Engineer,MI,60000,US
Data Engineer,MI,50000,US
Machine Learning Engineer,SE,250600,US
Machine Learning Engineer,SE,135400,US
Data Specialist,MI,65428,US
Data Specialist,MI,60730,US
Data Scientist,MI,144000,US
Data Scientist,SE,211000,US
Data Scientist,SE,142000,US
Data Analyst,SE,185000,US
Data Analyst,SE,165000,US
Data Analyst,EN,176000,US
Data Analyst,EN,124000,US
Data Analyst,SE,142166,US
Data Analyst,SE,88854,US
Data Analyst,SE,62400,LT
Data Analyst,SE,41600,LT
Data Analyst,EN,75708,AU
Data Analyst,EN,68618,AU
Data Analyst,EN,120000,US
Data Analyst,EN,98000,US
Data Analyst,MI,133260,US
Data Analyst,MI,81120,US
Data Architect,SE,119317,US
Data Architect,SE,89488,US
Data Manager,MI,163000,US
Data Manager,MI,77000,US
Data Architect,SE,220000,US
Data Architect,SE,96600,US
Data Product Manager,MI,210554,US
Data Product Manager,MI,108182,US
Data Analyst,EN,80000,US
Data Analyst,EN,65000,US
Data Analyst,EN,80000,US
Data Analyst,EN,65000,US
Data Analyst,MI,36000,SK
Data Analyst,MI,36000,SK
Data Scientist,MI,128600,US
Data Scientist,MI,62800,US
Data Analyst,EN,142300,US
Data Analyst,EN,94900,US
Data Analyst,MI,172000,US
Data Analyst,MI,75600,US
Data Analyst,SE,172000,US
Data Analyst,SE,75600,US
Data Scientist,EN,172000,US
Data Scientist,EN,75600,US
Data Scientist,MI,172000,EG
Data Scientist,MI,75600,EG
Data Scientist,MI,110630,CA
Data Scientist,MI,59570,CA
Data Scientist,SE,118000,US
Data Scientist,SE,82000,US
Data Scientist,SE,135000,US
Data Scientist,SE,75000,US
Data Engineer,SE,203940,US
Data Engineer,SE,101970,US
Data Engineer,SE,141000,US
Data Engineer,SE,127000,US
Data Scientist,MI,124800,US
Data Scientist,MI,76128,US
Data Scientist,SE,176000,US
Data Scientist,SE,136000,US
Data Scientist,SE,176000,US
Data Scientist,SE,136000,US
Data Scientist,SE,155376,US
Data Scientist,SE,95264,US
Data Scientist,EN,110000,US
Data Scientist,EN,90000,US
Machine Learning Engineer,MI,203940,US
Machine Learning Engineer,MI,101970,US
Data Specialist,MI,62000,IN
Data Specialist,MI,62000,IN
Data Engineer,MI,137500,US
Data Engineer,MI,86000,US
Head of Data,EX,170500,US
Data Scientist,SE,224000,US
Data Scientist,SE,128000,US
Data Scientist,SE,201250,US
Data Scientist,SE,148750,US
Machine Learning Scientist,SE,204600,US
Machine Learning Scientist,SE,84500,US
Analytics Engineer,SE,230000,US
Analytics Engineer,SE,110000,US
Analytics Engineer,MI,215000,US
Analytics Engineer,MI,100000,US
Data Analyst,MI,179615,US
Data Analyst,MI,132759,US
Data Scientist,SE,88000,GB
Data Scientist,SE,64000,GB
Data Scientist,MI,71750,GB
Data Scientist,MI,52250,GB
Cloud Database Engineer,MI,101000,US
Cloud Database Engineer,MI,67000,US
Analytics Engineer,SE,215000,US
Analytics Engineer,SE,134500,US
Data Analyst,MI,97000,US
Data Analyst,MI,65000,US
Data Engineer,MI,160000,US
Data Engineer,MI,118000,US
Data Engineer,MI,135000,US
Data Engineer,MI,100000,US
Data Engineer,MI,245100,US
Data Engineer,MI,176490,US
Data Engineer,MI,145000,US
Data Engineer,MI,108000,US
Data Engineer,SE,160000,US
Data Engineer,SE,130000,US
Data Analyst,SE,215000,US
Data Analyst,SE,185000,US
Data Analyst,EN,31250,GB
Data Analyst,EN,31250,GB
Machine Learning Engineer,SE,176000,US
Machine Learning Engineer,SE,128000,US
Machine Learning Engineer,SE,142000,US
Machine Learning Engineer,SE,210000,US
Machine Learning Engineer,SE,180000,US
Machine Learning Engineer,SE,210000,US
Machine Learning Engineer,SE,180000,US
Data Scientist,MI,150000,US
Data Scientist,MI,125000,US
Data Scientist,SE,184250,US
Data Scientist,SE,167500,US
Data Scientist,MI,126000,US
Data Scientist,MI,100900,US
Data Scientist,SE,216000,US
Data Scientist,SE,135000,US
Data Engineer,EN,40000,DE
Data Engineer,EN,35555,DE
Data Engineer,MI,95000,US
Data Engineer,MI,88400,US
Data Engineer,MI,50666,SK
Data Engineer,MI,30666,SK
Machine Learning Engineer,MI,264200,US
Machine Learning Engineer,MI,143100,US
Data Analyst,EN,43750,GB
Data Analyst,EN,33750,GB
Data Analyst,EN,68378,US
Data Analyst,EN,58018,US
Data Analyst,SE,112000,US
Data Analyst,SE,64000,US
Data Analyst,MI,69127,US
Data Analyst,MI,59850,US
Machine Learning Engineer,MI,175800,US
Machine Learning Engineer,SE,264200,US
Machine Learning Engineer,SE,143100,US
Machine Learning Engineer,MI,264200,US
Machine Learning Engineer,MI,143100,US
Machine Learning Engineer,MI,296300,US
Machine Learning Engineer,MI,166600,US
Machine Learning Engineer,SE,296300,US
Machine Learning Engineer,SE,166600,US
Machine Learning Engineer,SE,175800,US
Machine Learning Engineer,SE,175800,US
Data Specialist,MI,57020,GB
Data Specialist,MI,49880,GB
Data Engineer,SE,172000,US
Data Engineer,SE,75600,US
Data Engineer,SE,172000,US
Data Engineer,SE,75600,US
Data Engineer,MI,130800,US
Data Engineer,MI,87200,US
Data Engineer,MI,244400,US
Data Engineer,MI,148100,US
Data Analyst,EN,67824,US
Data Analyst,EN,42516,US
Data Specialist,EN,98100,US
Data Specialist,EN,65500,US
Data Scientist,SE,101484,US
Data Scientist,SE,60890,US
Data Scientist,SE,183000,US
Data Scientist,SE,108900,US
Data Scientist,MI,220000,US
Data Scientist,MI,96600,US
Data Analyst,EN,80000,US
Data Analyst,EN,65000,US
Data Analyst,MI,200000,US
Data Analyst,MI,114000,US
Data Architect,SE,143706,US
Data Architect,SE,84533,US
Machine Learning Engineer,MI,129800,US
Machine Learning Engineer,MI,72100,US
Data Analyst,SE,106260,US
Data Analyst,SE,82000,US
Data Analyst,SE,135392,US
Data Analyst,SE,79643,US
Data Analyst,SE,116800,US
Data Analyst,SE,77800,US
Data Scientist,SE,265200,US
Data Scientist,SE,188885,US
Data Scientist,MI,142896,US
Data Scientist,MI,95264,US
Data Scientist,SE,183456,US
Data Scientist,SE,122304,US
Data Analyst,SE,103500,US
Data Analyst,SE,60000,US
Data Management Specialist,MI,74000,US
Data Management Specialist,MI,51000,US
Data Manager,SE,130000,US
Data Manager,SE,78000,US
Data Engineer,MI,161000,US
Data Engineer,MI,119000,US
Data Engineer,MI,31200,IN
Data Engineer,MI,30000,IN
Data Scientist,MI,144400,US
Data Scientist,MI,87400,US
Data Scientist,MI,166500,US
Data Scientist,MI,99900,US
Data Scientist,EX,145440,US
Data Scientist,EX,96960,US
Machine Learning Engineer,MI,176000,US
Machine Learning Engineer,MI,72700,US
Data Engineer,SE,116000,US
Data Engineer,SE,90000,US
Data Engineer,MI,154000,US
Data Engineer,MI,108000,US
Data Engineer,SE,145000,US
Data Engineer,SE,115000,US
Data Engineer,MI,140000,US
Data Engineer,MI,108000,US
Data Engineer,EN,185000,US
Data Engineer,EN,91200,US
Data Engineer,EN,185000,US
Data Engineer,EN,91200,US
Data Analyst,EN,97000,US
Data Analyst,EN,65000,US
Data Architect,SE,185000,US
Data Architect,SE,175000,US
Data Product Manager,MI,150000,US
Data Product Manager,MI,120000,US
Data Scientist,SE,150000,US
Data Scientist,SE,120000,US
Machine Learning Engineer,SE,260000,US
Machine Learning Engineer,SE,235000,US
Cloud Database Engineer,MI,184900,US
Cloud Database Engineer,MI,98500,US
Data Engineer,EN,209000,US
Data Engineer,EN,160000,US
Head of Data,EX,280000,US
Head of Data,EX,200000,US
Data Engineer,MI,130000,US
Data Engineer,MI,104000,US
Data Engineer,SE,170000,US
Data Engineer,SE,136000,US
Data Engineer,SE,160000,US
Data Engineer,SE,140000,US
Data Engineer,SE,104000,US
Data Engineer,SE,80000,US
Data Engineer,SE,122000,US
Data Engineer,SE,94500,US
Data Engineer,MI,154000,US
Data Engineer,MI,108000,US
Data Engineer,MI,154000,US
Data Engineer,MI,108000,US
Data Engineer,SE,197000,US
Data Engineer,SE,149000,US
Data Engineer,SE,190000,US
Data Engineer,SE,130000,US
Data Scientist,SE,253430,US
Data Scientist,SE,200740,US
Data Scientist,SE,232000,US
Data Scientist,SE,183000,US
Data Scientist,SE,195500,US
Data Scientist,SE,150000,US
Data Scientist,SE,100000,US
Data Scientist,SE,90000,US
Data Scientist,MI,154825,US
Data Scientist,MI,61600,US
Data Scientist,MI,166000,US
Data Scientist,MI,104000,US
Data Scientist,MI,179000,US
Data Scientist,MI,112000,US
Data Analyst,MI,95000,US
Data Analyst,MI,60675,US
Data Analyst,EN,82000,US
Data Analyst,EN,68000,US
Data Analyst,EN,120500,US
Data Analyst,EN,90400,US
Machine Learning Engineer,SE,159000,US
Data Scientist,SE,185000,US
Data Scientist,SE,123000,US
Data Engineer,SE,201500,US
Data Engineer,SE,124000,US
Data Scientist,SE,266000,US
Data Scientist,SE,177000,US
Data Scientist,SE,229000,US
Data Scientist,SE,107000,US
Data Analyst,MI,118000,US
Data Analyst,MI,83028,US
Data Analyst,EN,82000,US
Data Analyst,EN,48000,US
Data Analyst,EX,142250,US
Data Analyst,EX,100000,US
Machine Learning Engineer,MI,141700,US
Machine Learning Engineer,MI,99200,US
Machine Learning Engineer,SE,297900,US
Machine Learning Engineer,SE,202900,US
Data Engineer,MI,66666,AT
Data Engineer,MI,66666,AT
Data Engineer,SE,190000,US
Data Engineer,SE,160000,US
Data Engineer,MI,203000,US
Data Engineer,MI,123000,US
Data Engineer,MI,175400,US
Data Engineer,MI,106300,US
Data Engineer,MI,175400,US
Data Engineer,MI,106300,US
Data Scientist,EN,122000,US
Data Scientist,EN,110000,US
Data Analyst,SE,165400,US
Data Analyst,SE,106700,US
Data Manager,MI,108150,US
Data Manager,MI,91928,US
Analytics Engineer,SE,170000,US
Analytics Engineer,SE,140000,US
Data Engineer,SE,126500,US
Data Engineer,SE,93500,US
Data Engineer,EX,223080,US
Data Engineer,EX,148720,US
Data Scientist,SE,136800,CA
Data Scientist,SE,97400,CA
Data Scientist,SE,155376,US
Data Scientist,SE,95264,US
Data Engineer,SE,265200,US
Data Engineer,SE,151800,US
Data Engineer,MI,227700,US
Data Engineer,MI,125700,US
Data Scientist,SE,150000,US
Data Scientist,SE,120000,US
Data Scientist,MI,180000,US
Data Scientist,MI,110000,US
Data Scientist,SE,180000,US
Data Scientist,SE,150000,US
Machine Learning Engineer,SE,210500,US
Machine Learning Engineer,SE,151000,US
Data Engineer,SE,277500,US
Data Engineer,SE,158500,US
Data Engineer,MI,50000,AT
Data Engineer,MI,50000,AT
Data Analyst,SE,152500,US
Data Analyst,SE,98358,US
Data Scientist,SE,215000,US
Data Scientist,SE,134500,US
Data Analyst,SE,117000,CA
Data Analyst,SE,109000,CA
Data Analyst,SE,165000,US
Data Analyst,SE,90000,US
Data Analyst,SE,80000,US
Data Analyst,EN,63591,US
